Title,Video URL,Video Duration,Views Number,Date the video uploaded,Channel URL of the video,Thumbnail URL
"【Heartopia】I STREAM?? I BUILD HOUSE???","https://www.youtube.com/watch?v=6bEPNf-jbrc&pp=ygUJaGVhcnRvcGlh","2.53:17","166次观看","直播时间：1个月前","https://www.youtube.com/@NyannahNyan","https://yt3.ggpht.com/w8gxw7KW_kjRXLxE7qJvQ7ClJXFfuzkNH0WHb0mNUNKh9a9ucRm-yuKRaVvqKDDRt2AYoBJxHzo=s68-c-k-c0x00ffffff-no-rj"
"I recreated a FAMOUS BUILDING in Heartopia! 🏛️😱","https://www.youtube.com/watch?v=GBtwCfMDwf0&pp=ygUJaGVhcnRvcGlh","13.30","3万次观看","4天前","https://www.youtube.com/@newhurizons","https://yt3.ggpht.com/2EWFylK0IZ3Ll6z80yfrEZBv9lPGgmNhvPBpg79QcootTvJBlBqnqmnBBbcAYQdHMC1-Uy5F-g=s68-c-k-c0x00ffffff-no-rj"
"Heartopia - Building a House! | Content Creation Event","https://www.youtube.com/watch?v=rPLqhn0Rjfs&pp=ygUJaGVhcnRvcGlh","2.07:45","2832次观看","1个月前","https://www.youtube.com/@WicknGibby","https://yt3.ggpht.com/wwotNbe81MCSQERqBEeEjuyKg-5YO6DdiUn1cyPXvc-lNbu7W-lnYb4e3dHQr5FaZmmnqRxj3v8=s68-c-k-c0x00ffffff-no-rj"
"10+ Things I Wish I Knew BEFORE Starting Heartopia (Don’t Make These Mistakes!)","https://www.youtube.com/watch?v=mLIuz1GeGmw&pp=ygUJaGVhcnRvcGlh","13.48","2202次观看","1天前","https://www.youtube.com/@PlanetMooooonstar","https://yt3.ggpht.com/HODWFHzEr9P8OEf7dOzgj-M_hQPlpAKu3t1ATDV_XkvqAJgHnnb4b5GTB-tkprlQb-ZegNK54Q8=s68-c-k-c0x00ffffff-no-rj"
"Un día tranquilo en HEARTOPIA 😌 (Simulación de vida cozy, construcción y mundo abierto)","https://www.youtube.com/watch?v=hKlDz_UlR-0&pp=ygUJaGVhcnRvcGlh","30.24","1.5万次观看","2个月前","https://www.youtube.com/@MprinYT","https://yt3.ggpht.com/DBinzJAP-92tOAP-FbSkJrGSmW7Rs2cHyntB4iRRHpp9FfRs7jUpfnRYw0tQqwjvnj9SUAa_=s68-c-k-c0x00ffffff-no-rj"
"HEARTOPIA - HOW TO FARMING, HOW TO UNLOCK PLOT - GAMEPLAY PART 03 [ PC HD 60FPS ]","https://www.youtube.com/watch?v=fTXH-qe1YQY&pp=ygUJaGVhcnRvcGlh","23.57","4754次观看","4周前","https://www.youtube.com/@EpicnessYT","https://yt3.ggpht.com/FGqKLXjHXRqO1_EqsHy9_zXdoAm_A7sXLiFy3beVumIO1Z33XjtH4rDlnQGgM2CZFe_J5qOM=s68-c-k-c0x00ffffff-no-rj"
"FIRST LOOK at HEARTOPIA...I'm Not Sure About This One 👀💕","https://www.youtube.com/watch?v=L-uz9xLrCMk&pp=ygUJaGVhcnRvcGlh","3.56:59","6952次观看","直播时间：4天前","https://www.youtube.com/@PaytonsCorner","https://yt3.ggpht.com/zJmXbXDkjEWE18681-yBhRrAhJK0c4QRWyQCcE-RSwWqtota0BpFklPE-HTK-ngzAnDTcIMq3w=s68-c-k-c0x00ffffff-no-rj"
"FIRST Look at HEARTOPIA ❤️ Slow Living Cozy Game ❤️ DECEMBER 2025","https://www.youtube.com/watch?v=CTQl6Mk_N9Y&pp=ygUJaGVhcnRvcGlh","1.22:21","81次观看","直播时间：3周前","https://www.youtube.com/@MaybeSarisa","https://yt3.ggpht.com/ytc/AIdro_lAQlnRnMWN7CHRogl7DoNojAbDc5IoDYsYx12GQ5Wsub4=s68-c-k-c0x00ffffff-no-rj"
"【Heartopia - 心动小镇】More Chilling grinding and doing quests","https://www.youtube.com/watch?v=rhZj5ajRck8&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","1.41:37","163次观看","直播时间：4个月前","https://www.youtube.com/@Aerinchilling","https://yt3.ggpht.com/qNNfHmdi4Zq3HrHBdQcTBOJWMUQWujX0hwJTPObmuSsdcUrtQWHcQZvqCUKEBq4DbSZKZGFFOqQ=s68-c-k-c0x00ffffff-no-rj"
"January 12, 2026 - Roaming Oak Tree & Flawless Fluorite Location! Heartopia","https://www.youtube.com/watch?v=Z7vg0IiiCRk&pp=ygUJaGVhcnRvcGlh","1.04","985次观看","1天前","https://www.youtube.com/@sugoiueo","https://yt3.ggpht.com/fw7BYl5JE53CGp9i6wmXZDKQmz3Vt3nXDiskKR6QqufGmS86ZluPs6GtBSNm6vs_D4sDyZWY=s68-c-k-c0x00ffffff-no-rj"
"Heartopia’s Limited Banner System EXPLAINED — Currencies & Exhibition Passes","https://www.youtube.com/watch?v=RzZI1m4JFQ8&t=40s&pp=ygUJaGVhcnRvcGlh","21.51","1.7万次观看","5天前","https://www.youtube.com/@Serrohverse","https://yt3.ggpht.com/AAbVem_S59ZfyoJOulsPfx76Cpe2YHebMegbnY-tAt99SWFTTKc2sCq-rrneeung3VgENwLJ=s68-c-k-c0x00ffffff-no-rj"
"Heartopia: All Bubble Recipe Furniture Locations Guide","https://www.youtube.com/watch?v=6lCQ3RdNjDk&pp=ygUJaGVhcnRvcGlh","7.20","5352次观看","3天前","https://www.youtube.com/@JoeHarsa","https://yt3.ggpht.com/5plT5_8C1SedTlQ2wiUKZbpjnuYMhTCGTXDSAZUE0Vm2WpsjTjFoGmODKWogdn1KMR1Vy6uyKg=s68-c-k-c0x00ffffff-no-rj"
"A NEW COZY GAME CALLED HEARTOPIA!","https://www.youtube.com/watch?v=a6BBBgYl9Nc&pp=ygUJaGVhcnRvcGlh","54.17","1.2万次观看","2个月前","https://www.youtube.com/@MissPeuli","https://yt3.ggpht.com/WOgwRoDCt9WX6U-jCMl5zLiWG8jrymUbhMeqtqy-R5WAZzKileh7vFPz_F8ADhpO-7iq6MNmfI4=s68-c-k-c0x00ffffff-no-rj"
"FIRST LOOK at HEARTOPIA - New COZY Life Sim Game! 💕","https://www.youtube.com/watch?v=XIrI724G4f0&pp=ygUJaGVhcnRvcGlh","3.18:05","1.2万次观看","直播时间：5天前","https://www.youtube.com/@LetzPlayK","https://yt3.ggpht.com/95wUhTCPsPJ5Ocj909q28ipmAFpdjoKmi-qY5mi5oeNTSdqvRajT36SlKAmskSS5YXhb-z53sZs=s68-c-k-c0x00ffffff-no-rj"
"Heartopia🩷Building time🩷","https://www.youtube.com/watch?v=2CM3vOC0IGA&pp=ygUJaGVhcnRvcGlh","40.38","26次观看","1个月前","https://www.youtube.com/@vampsugarVampiva","https://yt3.ggpht.com/sL1gVblg-vSlXkgVK5QxoArggutcHFZf-BsTdF7_UGYAzeOL9ywoMkDDLvNbRCB38axmAP6GyA=s68-c-k-c0x00ffffff-no-rj"
"Heartopia Gameplay First Impressions! A New Multiplayer Stardew/Sims Game?! Will It Be Good?","https://www.youtube.com/watch?v=bPUDQM0plJE&pp=ygUJaGVhcnRvcGlh","1.52:12","1.1万次观看","直播时间：5天前","https://www.youtube.com/@TagBackTv","https://yt3.ggpht.com/ytc/AIdro_l1t8qv4AyjqFaOHd2hL9NrhiLjUSdhjJ8sgUxkdbRsIyE=s68-c-k-c0x00ffffff-no-rj"
"Heartopia - House Tour (Closed beta test)","https://www.youtube.com/watch?v=yIR9jNGHb3k&pp=ygUJaGVhcnRvcGlh","5.20","2057次观看","1个月前","https://www.youtube.com/@Igybood","https://yt3.ggpht.com/zI664poRkhaPrxLmUmIX4A7u4nrTAUIC3b9BzZrYZlMngEYBESQw56pEV8UwDqxws2tM2bmtkw=s68-c-k-c0x00ffffff-no-rj"
"Yet Another Deco Day - Heartopia [Final Beta Test]","https://www.youtube.com/watch?v=BBsYTJfHHRk&pp=ygUJaGVhcnRvcGlh","5.35:03","383次观看","直播时间：4周前","https://www.youtube.com/@BudumDi","https://yt3.ggpht.com/RBXdLYXUn3e-XFG-TKFDbxM9-MIZcy_fq5rC3FxC2qW7_ejxKBD7VRB3NIqbGIWa7B1bkeDQ=s68-c-k-c0x00ffffff-no-rj"
"Heartopia Guide! How to use Build Mode","https://www.youtube.com/watch?v=RO8XUjp3my4&pp=ygUJaGVhcnRvcGlh","7.58","8391次观看","2天前","https://www.youtube.com/@Anakerio","https://yt3.ggpht.com/M18hSfNzgyq9how3afog0jvfZzhF92VSgxKg3TRqR-BTVk3DkJAw4faagqouul2uWm6Wh0-Yzg=s68-c-k-c0x00ffffff-no-rj"
"Heartopia - Global Launch Gameplay (Android/iOS)","https://www.youtube.com/watch?v=nbDB7whFO-M&pp=ygUJaGVhcnRvcGlh","17.23","2374次观看","4天前","https://www.youtube.com/@GamingMobileGM","https://yt3.ggpht.com/ytc/AIdro_l3hp7_BVmJIr8Fvdpp_M5GIefkzyzoK8VNySvn_hubiO0=s68-c-k-c0x00ffffff-no-rj"
"NOBAR SPECIAL PROGRAM HEARTOPIA! ADA REDEEM CODE!","https://www.youtube.com/watch?v=WUY6X8kDIic&pp=ygUJaGVhcnRvcGlh","48.27","310次观看","直播时间：9天前","https://www.youtube.com/@Aquilastt","https://yt3.ggpht.com/j5fV9HIHVKTV21G1m-UJQ1hnVfzsYhmCUmiLMDiaYgnd7XiUxaulnKdXp57u2EjKcOByV9aQ=s68-c-k-c0x00ffffff-no-rj"
"🔴Udah bisaaa painting nichhh  [ HEARTOPIA ]","https://www.youtube.com/watch?v=DsSmEQ8B5B0&pp=ygUJaGVhcnRvcGlh","4.07:22","986次观看","直播时间：5小时前","https://www.youtube.com/@prillysia","https://yt3.ggpht.com/d9rq0Y0QTTEpC_V9JaZaPLWYlTBc0aXPBGFrEz3Lqapich5gb4H1mIJsN_vsUazrzzKrMLnI=s68-c-k-c0x00ffffff-no-rj"
"Is Heartopia a GACHA GAME? PAID vs FREE Content","https://www.youtube.com/watch?v=9gCQ4MQtgVI&pp=ygUJaGVhcnRvcGlh","10.01","1.7万次观看","5天前","https://www.youtube.com/@CozyCyber","https://yt3.ggpht.com/SGVvaP3f3P_IZqosvqGjl2lHI86NGfx_VBLQlx1I2HjKXI6xCzS85YfgDwRVJb2dcnPWt5m_7ck=s68-c-k-c0x00ffffff-no-rj"
"Buat Yang Lagi Nyari Game Santai di Mobile & PC! - Heartopia","https://www.youtube.com/watch?v=zDA22BxobKc&pp=ygUJaGVhcnRvcGlh","16.57","14万次观看","3周前","https://www.youtube.com/@leinxceed","https://yt3.ggpht.com/CHgOWwwEmDV03dmFkZP8CkJyA3yYPN1FrHLS_5KB5jtAqSwDm3sxvB6rFQoBDItgeIgE4qorAg=s68-c-k-c0x00ffffff-no-rj"
"เกมเพลินเกินไป เอาเวลาที่ไหนนอน? | Heartopia #heartopia  #heartopiaofficiallaunch","https://www.youtube.com/watch?v=0eXb7UOupDE&pp=ygUJaGVhcnRvcGlh","25.11","8298次观看","23小时前","https://www.youtube.com/@NutPintoChannel","https://yt3.ggpht.com/ytc/AIdro_mQ_A0Ouh-j7XjCz31x_Tve2ZzZZUcoUW7se3j-CuyzsRE=s68-c-k-c0x00ffffff-no-rj"
"Heartopia","https://www.youtube.com/watch?v=qj5ZhjyC_2Y&pp=ygUJaGVhcnRvcGlh","0.58","12次观看","10天前","https://www.youtube.com/@1PP1-l5t","https://yt3.ggpht.com/J4CCK3iyYfDDPAJQBQJ-eQe5N7jr8tccyiuyX025GeyLs6svgT5pPA-OpvzkMFJFXOW4rCqbQw=s68-c-k-c0x00ffffff-no-rj"
"Building My MEGA DREAM HOME | Heartopia World Expo","https://www.youtube.com/watch?v=Rqo2BbehRS8&pp=ygUJaGVhcnRvcGlh","11.41","1.4万次观看","4天前","https://www.youtube.com/@DaPandaGirl","https://yt3.ggpht.com/b80ovUKABnhbBlaLC_cdgJ8U5n53rWr05IZhxFRYBozRLRRhQJLLtBVuUKTlMYLkPplysYYqkw=s68-c-k-c0x00ffffff-no-rj"
"Rainy work day Vlog | Heartopia","https://www.youtube.com/watch?v=4nCLBGhNIO8&pp=ygUJaGVhcnRvcGlh","3.09","2.7万次观看","2个月前","https://www.youtube.com/@Heartopia-official","https://yt3.ggpht.com/3GBH23oPFmFLP0J1tW78KkKQSZfb2irw4IxjKC5YjPw6NUI_x81xbxLvvkhY53wBYtM9km1T=s68-c-k-c0x00ffffff-no-rj"
"Heartopia - Final Test Gameplay (Android/iOS)","https://www.youtube.com/watch?v=M3awyljgvzM&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","26.50","961次观看","3周前","https://www.youtube.com/@ancientplayz12","https://yt3.ggpht.com/lXMMPTdl9UOW5or_P5gygFlor2Pzn2cjBuIHaH4Jo7XZ4cbXw3ivtpsQuZ53mrZ-1Z45wpl1=s68-c-k-c0x00ffffff-no-rj"
"Don't Miss Out on Special Weather Rewards in Heartopia","https://www.youtube.com/watch?v=YRcPYK_4QcA&pp=ygUJaGVhcnRvcGlh","6.09","1795次观看","2天前","https://www.youtube.com/@PlanetMooooonstar","https://yt3.ggpht.com/HODWFHzEr9P8OEf7dOzgj-M_hQPlpAKu3t1ATDV_XkvqAJgHnnb4b5GTB-tkprlQb-ZegNK54Q8=s68-c-k-c0x00ffffff-no-rj"
"➤ HEARTOPIA : le guide ULTIME pour débuter (argent,passion,animaux…) !","https://www.youtube.com/watch?v=ezDu_P0ZYbc&pp=ygUJaGVhcnRvcGlh","16.32","7733次观看","2天前","https://www.youtube.com/@FluffyLife","https://yt3.ggpht.com/mbIOTMA1rSFSGOIGofuxQa1fOmpv_jgmpyM6Bgt5aqUKKVO8-aSo3UXEwodloF2nNaiB-mgPFg=s68-c-k-c0x00ffffff-no-rj"
"Just Vibing in Heartopia 💕 Cozy Free Game","https://www.youtube.com/watch?v=IGoy6b08YrI&pp=ygUJaGVhcnRvcGlh","50.06","1667次观看","3天前","https://www.youtube.com/@DrGluonAdventures","https://yt3.ggpht.com/1g0Rf1d0XQ5YeAbeNE_VTvBFjftymlr8XfIoz7NL86WC8sX7qLH4izk764GF1HqPQhSmOfjB=s68-c-k-c0x00ffffff-no-rj"
"HEARTOPIA: Everything you need to know about this NEW FREE GAME","https://www.youtube.com/watch?v=1muaYuSHrcg&pp=ygUJaGVhcnRvcGlh","11.36","1.5万次观看","6天前","https://www.youtube.com/@rocicoci","https://yt3.ggpht.com/gubfpNl0OQNB-kYyYbrDK7J2OrrZAgW6EoirSoyVQeQebgkCbzYHM_PMPtLwJRigEqzk_vu4kw=s68-c-k-c0x00ffffff-no-rj"
"Built this Barbie pink modern villa in Heartopia! 💖","https://www.youtube.com/watch?v=U928x4NcUHc&pp=ygUJaGVhcnRvcGlh","0.53","1988次观看","4个月前","https://www.youtube.com/@WenShui-m1d","https://yt3.ggpht.com/p19-22zdWVl5mOUH8FCcE-2zGouPSMATKcVliH_NQ2q69iA8JhNjUXfIMBI8qWBjnPPtInHx=s68-c-k-c0x00ffffff-no-rj"
"HEARTOPIA | HOW TO CUSTOMIZE YOUR CHARACTER WITHOUT CRAFTING & MIRROR FURNITURE","https://www.youtube.com/watch?v=2atDzGEh73c&pp=ygUJaGVhcnRvcGlh","3.45","1139次观看","2天前","https://www.youtube.com/@Spacegracegaming","https://yt3.ggpht.com/Qdu-8HtBYMw5sse8S4DvilOJyp4px-8Z_upq2emWRU2Qx7N1fg1bQ82IwUxpqX4ecjl5ky-cYfk=s68-c-k-c0x00ffffff-no-rj"
"Heartopia's Pink Mood GACHA MACHINE.. is it a SCAM? Limited Event Out Today","https://www.youtube.com/watch?v=1gxNbC2eBgY&pp=ygUJaGVhcnRvcGlh","9.43","4244次观看","4天前","https://www.youtube.com/@CozyCyber","https://yt3.ggpht.com/SGVvaP3f3P_IZqosvqGjl2lHI86NGfx_VBLQlx1I2HjKXI6xCzS85YfgDwRVJb2dcnPWt5m_7ck=s68-c-k-c0x00ffffff-no-rj"
"Partying Hard! Let's Go 💃🕺 - Heartopia [Final Beta Test]","https://www.youtube.com/watch?v=K3QPvW_wXwM&pp=ygUJaGVhcnRvcGlh","5.46:06","353次观看","直播时间：3周前","https://www.youtube.com/@BudumDi","https://yt3.ggpht.com/RBXdLYXUn3e-XFG-TKFDbxM9-MIZcy_fq5rC3FxC2qW7_ejxKBD7VRB3NIqbGIWa7B1bkeDQ=s68-c-k-c0x00ffffff-no-rj"
"Heartopia How To Change Hairstyle - Simple Guide","https://www.youtube.com/watch?v=FwUfuw2Ggiw&pp=ygUJaGVhcnRvcGlh","0.52","2900次观看","3天前","https://www.youtube.com/@PepperHomie","https://yt3.ggpht.com/ytc/AIdro_mBPabJZPUdAYkwu2bHz-65NpW7y7c5cGggeA5z5JTorw=s68-c-k-c0x00ffffff-no-rj"
"ทุบบ้านให้เป็นร้านสะดวกซื้อ | Heartopia","https://www.youtube.com/watch?v=VmTSaK2EQco&pp=ygUJaGVhcnRvcGlh","34.00","18万次观看","3天前","https://www.youtube.com/@zbingz","https://yt3.ggpht.com/ytc/AIdro_kLtvdHFUDOJ-HfX40ngdya3Xs82w5BL_roPq2jDEAeqCg=s68-c-k-c0x00ffffff-no-rj"
"Heartopia (Global /CBT) Gameplay Android & IOS","https://www.youtube.com/watch?v=QNHHrN-fQ_8&pp=ygUJaGVhcnRvcGlh","1.02:18","4815次观看","2个月前","https://www.youtube.com/@ynx94gamer","https://yt3.ggpht.com/4tqgr4vvBCvOIIiqT-B9gy4-wYOnXCg3KObpk_62rNZgojtxW6-5bGEmumWtdj3iUE3112Sk=s68-c-k-c0x00ffffff-no-rj"
"Un nouveau jeu de simulation de vie cosy, GRATUIT et multijoueur ? Je dis OUI 🥹 | Heartopia #1","https://www.youtube.com/watch?v=FxOHxQsD1IE&pp=ygUJaGVhcnRvcGlh","48.58","3726次观看","18小时前","https://www.youtube.com/@Conjureuse","https://yt3.ggpht.com/aFraFkjhAdaH3uzg_QT8CIrr-VxcIIzgqGJuP54LGYoMpG1srljwd1CmtOmEdCBBpkaQQ_Etbw=s68-c-k-c0x00ffffff-no-rj"
"NEW GAME!! Heartopia - This Game is WORTH a TRY!!!","https://www.youtube.com/watch?v=8kbZjoazTF8&pp=ygUJaGVhcnRvcGlh","8.18","417次观看","4天前","https://www.youtube.com/@iPICKmyBUTT","https://yt3.ggpht.com/0dXDfJmJJOJHXkVDRX9v1srp_JFVdSRKjiJgiOUEjd3kIw9NBMN0CRfjus63lyRxNiUFbD7f=s68-c-k-c0x00ffffff-no-rj"
"มาใช้ชีวิตไปด้วยกัน กับเกม Heartopia ❤️","https://www.youtube.com/watch?v=S7gjKm169i4&pp=ygUJaGVhcnRvcGlh","3.50:49","1万次观看","直播时间：2个月前","https://www.youtube.com/@Mheemee","https://yt3.ggpht.com/817iolmq0JLsHUJ274cuwcnGAD3JWoyz0hKPzoY4NtkxUd7riNi7F6gi5-628Rydt41jip3RA5w=s68-c-k-c0x00ffffff-no-rj"
"Let's Get Cozy in Heartopia","https://www.youtube.com/watch?v=pN1csprG9Vk&pp=ygUJaGVhcnRvcGlh","1.54:59","39次观看","直播时间：1天前","https://www.youtube.com/@katzen15","https://yt3.ggpht.com/-pHDMlax1x55sOUrMEFX4mGoFu3a29FtQMc2CtLvqn_2tF8WxpbPBX7fMK8vdfAEg0Sk8ve5=s68-c-k-c0x00ffffff-no-rj"
"Roaming Oak Timber and Flawless Fluorite Location 1/12/2026 | Heartopia","https://www.youtube.com/watch?v=r2yfaKAXWKQ&pp=ygUJaGVhcnRvcGlh","0.40","81次观看","1天前","https://www.youtube.com/@V4Van","https://yt3.ggpht.com/ytc/AIdro_nZg_8JySI_0e9KIqdUFc5Gyb4mHUgCO0Sz-Q5GTdTxcss=s68-c-k-c0x00ffffff-no-rj"
"Heartopia Is OUT! FREE Pink Gacha Event & Codes 💗","https://www.youtube.com/watch?v=AypX1yZofOg&pp=ygUJaGVhcnRvcGlh","18.47","3743次观看","4天前","https://www.youtube.com/@EroseSays","https://yt3.ggpht.com/ytc/AIdro_kZKiUxIqJ2STd_ltDB7Hl2nM8onnu7ddNi0peS8xMjWdc=s68-c-k-c0x00ffffff-no-rj"
"💗 Heartopia Daily Vlog 🌸 | Cozy Morning, Decorating & Exploring the Town 🏡✨ #heartopia","https://www.youtube.com/watch?v=MkTwikMiXbM&pp=ygUJaGVhcnRvcGlh","8.26","1134次观看","2个月前","https://www.youtube.com/@shirenne","https://yt3.ggpht.com/5wz0qI6M1jrTlt6K-JoonnOHNyL7Q0nLzxC2Me9LUjySrZDcUS8YeF64z37y1JhwZOUjaBZH=s68-c-k-c0x00ffffff-no-rj"
"Sneak Peek of the Heartopia World Expo!","https://www.youtube.com/watch?v=_xkVxU49s2c&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","0.18","5870次观看","5天前","https://www.youtube.com/@Heartopia-official","https://yt3.ggpht.com/3GBH23oPFmFLP0J1tW78KkKQSZfb2irw4IxjKC5YjPw6NUI_x81xbxLvvkhY53wBYtM9km1T=s68-c-k-c0x00ffffff-no-rj"
"FINALLY GLOBAL! Is it the BEST COZY GAME for Mobile? Heartopia Android Gameplay","https://www.youtube.com/watch?v=RdjBBhW_cDI&pp=ygUJaGVhcnRvcGlh","11.51","5608次观看","1天前","https://www.youtube.com/@MonsterDroiid11","https://yt3.ggpht.com/ytc/AIdro_kvw6J4epoYIV9heThxro7yoVRUPusGSEKJJndgfMSNANw=s68-c-k-c0x00ffffff-no-rj"
"Harvest Moon Versi Online? Persiapan Sebelum Bermain HEARTOPIA!","https://www.youtube.com/watch?v=26lFGbzx2fI&pp=ygUJaGVhcnRvcGlh","8.07","11万次观看","6天前","https://www.youtube.com/@leinxceed","https://yt3.ggpht.com/CHgOWwwEmDV03dmFkZP8CkJyA3yYPN1FrHLS_5KB5jtAqSwDm3sxvB6rFQoBDItgeIgE4qorAg=s68-c-k-c0x00ffffff-no-rj"
"FIRST LOOK at a new FREE-TO-PLAY game Heartopia!!","https://www.youtube.com/watch?v=u5JF9dVlDW4&pp=ygUJaGVhcnRvcGlh","3.26:20","1421次观看","直播时间：4天前","https://www.youtube.com/@StephLunara","https://yt3.ggpht.com/L3mCjUOfn3dJ7fIPI6Hl_vV9zNYSAOqrgvBqeCMByFafloV1aQfzOf7w66nRvxk3xHx2yYLQ=s68-c-k-c0x00ffffff-no-rj"
"💖 HEARTOPIA : 5 choses à savoir sur ce sim-life incroyable et gratuit !","https://www.youtube.com/watch?v=Q92USr9PIyY&pp=ygUJaGVhcnRvcGlh","5.06","7022次观看","7天前","https://www.youtube.com/@milkameluna","https://yt3.ggpht.com/EXM2QyL50qtb6teNPIIQtb2U2Fp7U_6pFph7vmSOt3ludkxc1ugp3vQ0kncyJimVKcvp1H6GViU=s68-c-k-c0x00ffffff-no-rj"
"💖30 ESSENTIAL Tips for Heartopia Beginners","https://www.youtube.com/watch?v=zFkhEgPEjT4&pp=ygUJaGVhcnRvcGlh","9.22","4623次观看","4天前","https://www.youtube.com/@PlanetMooooonstar","https://yt3.ggpht.com/HODWFHzEr9P8OEf7dOzgj-M_hQPlpAKu3t1ATDV_XkvqAJgHnnb4b5GTB-tkprlQb-ZegNK54Q8=s68-c-k-c0x00ffffff-no-rj"
"🌸 MY 1ST DAY in Heartopia! NEW FREE TO PLAY COZY GAME 2026 | first impressions and my honest review","https://www.youtube.com/watch?v=7qRjFS2asGI&pp=ygUJaGVhcnRvcGlh","13.23","106次观看","2天前","https://www.youtube.com/@allizzles","https://yt3.ggpht.com/ODwGgh0hZgmNGW69QTCVfm2Ts_8xAOdmqOy_kAkhiILgqtgX-nUSsGf9ac9Jd5iIWQ6Hct0QtJE=s68-c-k-c0x00ffffff-no-rj"
"Roaming Oak Timber and Flawless Fluorite Location 1/13/2026 | Heartopia","https://www.youtube.com/watch?v=qwLzZt2VLzo&pp=ygUJaGVhcnRvcGlh","0.40","无人观看","10小时前","https://www.youtube.com/@V4Van","https://yt3.ggpht.com/ytc/AIdro_nZg_8JySI_0e9KIqdUFc5Gyb4mHUgCO0Sz-Q5GTdTxcss=s68-c-k-c0x00ffffff-no-rj"
"jogar HEARTOPIA me fez muito feliz (cozy game)","https://www.youtube.com/watch?v=cZn04I0xMho&pp=ygUJaGVhcnRvcGlh","3.22:34","1.7万次观看","2天前","https://www.youtube.com/@belnocontrole","https://yt3.ggpht.com/ytc/AIdro_mQ2MqmImU7gWwMRs7Rn4fi14BmKCWSOXFvqiBWRFXPsw=s68-c-k-c0x00ffffff-no-rj"
"This Cozy Game is Really Good, It's Perfect for Those Who Like The Sims - Heartopia (Mobile/PC) #...","https://www.youtube.com/watch?v=qLQ8z3WquNA&pp=ygUJaGVhcnRvcGlh","15.38","2914次观看","2个月前","https://www.youtube.com/@siciko","https://yt3.ggpht.com/EoNgVWLVhiPL6W8wogjnxucMvTSl61uZdBWpFuDyCCFqy32CN3py0_Vskdd-tP-QNPezUk29=s68-c-k-c0x00ffffff-no-rj"
"All Redeem Code - AKhirnya versi GLOBAL! Download Sekarang Heartopia (PC/Android)","https://www.youtube.com/watch?v=3jedzChh7qQ&pp=ygUJaGVhcnRvcGlh","11.18","1万次观看","6天前","https://www.youtube.com/@r0ixydragony","https://yt3.ggpht.com/z0XP937IO10BeJHHejV99ogQOOn_MfAoHQBDSAs2cDmcLDXYX2Tn4ois-mAWRsMBw_Rcoj6Ix6s=s68-c-k-c0x00ffffff-no-rj"
"JUGANDO HEARTOPIA✨Por primera vez | Heartopia","https://www.youtube.com/watch?v=1WKveIASsto&pp=ygUJaGVhcnRvcGlh","14.15","330次观看","2个月前","https://www.youtube.com/@VazGaming_0","https://yt3.ggpht.com/BzRVtsCv1uVb81k0EQgS7xa3XQAKT2hMnBdrALJQIOqsKislVSQyOzD2UjPZSegcFyyXyMHoV58=s68-c-k-c0x00ffffff-no-rj"
"Is Heartopia the Cozy Game I’ve Been Waiting For?","https://www.youtube.com/watch?v=gXJsZ-seYQ8&pp=ygUJaGVhcnRvcGlh","1.37:31","3251次观看","4天前","https://www.youtube.com/@Ezeekat","https://yt3.ggpht.com/k28EJgH_0PQX3P_X1ll6R_rIWLNRMzwzcC0IkCsDqPikER872_5MGcMX9jHA0Ghqb7gz0iyoJw=s68-c-k-c0x00ffffff-no-rj"
"Heartopia Closed Beta: Richtig süß aber etwas fehlt | Kuscheldecke & Controller 🎮","https://www.youtube.com/watch?v=uQ5lZ6gHRzY&pp=ygUJaGVhcnRvcGlh","43.29","726次观看","1个月前","https://www.youtube.com/@CozyGems","https://yt3.ggpht.com/RKNrhEOMPLsKT36Kp4g049ZPb-yiIjQ7a_h8G9oRsKT3BoV4sYzshxfsmXtvm6AUy8A5RnHvQtU=s68-c-k-c0x00ffffff-no-rj"
"Heartopia | Final Beta Test | Day 6","https://www.youtube.com/watch?v=VaTCjTIIB3U&pp=ygUJaGVhcnRvcGlh","1.31:42","169次观看","直播时间：4周前","https://www.youtube.com/@woofbark","https://yt3.ggpht.com/Ytmi0tiwAnJg3DAjf-ylbIWEDj4VF9v3qICzzbw3UGDNtZhOqMPdLl3ZUVjCeQajfyBDu19o=s68-c-k-c0x00ffffff-no-rj"
"🧡Heartopia: The BASICS You NEED To Know! Icons, Map, Currencies, Dailies & Quests Explained!","https://www.youtube.com/watch?v=PLM7rRmuIuo&pp=ygUJaGVhcnRvcGlh","12.55","742次观看","16小时前","https://www.youtube.com/@MinsMeadow","https://yt3.ggpht.com/lEvSNEqFqFvAFcs04JQsHXlI7SiBZ84s-NQrbqTf1EnDfEoxXgQMBQE5RgPTCzJ4Io-9J8S5=s68-c-k-c0x00ffffff-no-rj"
